ticker,date,entry,confidence,return,days_held,exit
21STCENMGM.NS,2024-06-19T00:00:00.000000000,56.15858459472656,0.9172827,0.04,2,TP
21STCENMGM.NS,2024-06-20T00:00:00.000000000,57.27226638793945,0.9172827,0.04,2,TP
21STCENMGM.NS,2024-06-21T00:00:00.000000000,58.41499710083008,0.91129065,0.04,2,TP
21STCENMGM.NS,2024-06-24T00:00:00.000000000,59.57710266113281,0.9003958,0.04,2,TP
21STCENMGM.NS,2024-06-25T00:00:00.000000000,60.76825714111328,0.9014592,0.04,2,TP
21STCENMGM.NS,2024-06-26T00:00:00.000000000,61.97877883911133,0.9238488,0.04,2,TP
21STCENMGM.NS,2024-06-27T00:00:00.000000000,63.218353271484375,0.86497724,0.04,2,TP
21STCENMGM.NS,2024-06-28T00:00:00.000000000,64.47730255126953,0.919226,0.04,2,TP
21STCENMGM.NS,2024-07-01T00:00:00.000000000,65.76529693603516,0.919226,0.04,2,TP
21STCENMGM.NS,2024-07-02T00:00:00.000000000,67.07266235351562,0.9108073,0.04,2,TP
21STCENMGM.NS,2024-07-03T00:00:00.000000000,68.40907287597656,0.93628377,0.04,2,TP
21STCENMGM.NS,2024-07-04T00:00:00.000000000,69.77455139160156,0.9355843,0.04,2,TP
21STCENMGM.NS,2024-07-05T00:00:00.000000000,71.1690673828125,0.9548465,0.04,2,TP
21STCENMGM.NS,2024-07-08T00:00:00.000000000,72.58295440673828,0.9548465,0.04,2,TP
21STCENMGM.NS,2024-07-09T00:00:00.000000000,74.02590942382812,0.9517451,0.04,2,TP
21STCENMGM.NS,2024-07-10T00:00:00.000000000,75.4979019165039,0.9370146,0.04,2,TP
21STCENMGM.NS,2024-07-16T00:00:00.000000000,78.53873443603516,0.8105524,-0.0454,1,SL
21STCENMGM.NS,2024-07-19T00:00:00.000000000,73.47390747070312,0.8117865,0.04,4,TP
21STCENMGM.NS,2024-07-23T00:00:00.000000000,73.68695068359375,0.7808909,0.04,2,TP
21STCENMGM.NS,2024-07-24T00:00:00.000000000,75.15895080566406,0.9531069,0.04,2,TP
21STCENMGM.NS,2024-07-25T00:00:00.000000000,76.66000366210938,0.94472563,0.04,2,TP
21STCENMGM.NS,2024-07-26T00:00:00.000000000,78.19000244140625,0.95360416,0.04,2,TP
21STCENMGM.NS,2024-07-29T00:00:00.000000000,79.75,0.96496814,0.04,2,TP
21STCENMGM.NS,2024-07-30T00:00:00.000000000,81.33999633789062,0.97452277,0.04,2,TP
21STCENMGM.NS,2024-07-31T00:00:00.000000000,82.95999908447266,0.9805125,0.04,2,TP
21STCENMGM.NS,2024-08-01T00:00:00.000000000,84.61000061035156,0.97092056,0.04,2,TP
21STCENMGM.NS,2024-08-02T00:00:00.000000000,86.30000305175781,0.9664596,0.04,2,TP
21STCENMGM.NS,2024-08-05T00:00:00.000000000,88.0199966430664,0.9624748,0.04,2,TP
21STCENMGM.NS,2024-08-06T00:00:00.000000000,89.77999877929688,0.95711637,0.04,2,TP
21STCENMGM.NS,2024-08-07T00:00:00.000000000,91.56999969482422,0.93204683,0.04,2,TP
21STCENMGM.NS,2024-08-08T00:00:00.000000000,93.4000015258789,0.9355662,0.04,2,TP
21STCENMGM.NS,2024-08-09T00:00:00.000000000,95.26000213623047,0.9355662,0.04,2,TP
21STCENMGM.NS,2024-08-12T00:00:00.000000000,97.16000366210938,0.962606,0.04,5,TP
21STCENMGM.NS,2024-08-13T00:00:00.000000000,99.0999984741211,0.9534174,-0.0201,1,SL
