ticker,entry_date,exit_date,confidence,return,exit_reason,exit
AARVEEDEN.NS,2025-02-05,2025-02-12,0.595,16.55,HOLD,TP
AARVEEDEN.NS,2025-02-06,2025-02-13,0.579,20.57,HOLD,TP
AARVEEDEN.NS,2025-02-07,2025-02-14,0.55,15.0,HOLD,TP
AARVEEDEN.NS,2025-02-10,2025-02-17,0.643,8.36,HOLD,TP
AARVEEDEN.NS,2025-02-11,2025-02-18,0.59,0.57,HOLD,TP
ABMINTLLTD.NS,2024-11-22,2024-11-29,0.835,9.78,HOLD,TP
ABMINTLLTD.NS,2024-11-25,2024-12-02,0.746,6.97,HOLD,TP
ABMINTLLTD.NS,2024-11-27,2024-12-04,0.602,0.57,HOLD,TP
ABMINTLLTD.NS,2024-11-28,2024-12-05,0.652,0.23,HOLD,TP
ABMINTLLTD.NS,2024-12-11,2024-12-18,0.644,1.95,HOLD,TP
ABMINTLLTD.NS,2024-12-20,2024-12-30,0.636,1.77,HOLD,TP
ABMINTLLTD.NS,2024-12-23,2024-12-31,0.622,10.27,HOLD,TP
ABMINTLLTD.NS,2024-12-24,2025-01-01,0.654,10.61,HOLD,TP
ABMINTLLTD.NS,2024-12-26,2025-01-02,0.682,13.98,HOLD,TP
ABMINTLLTD.NS,2024-12-27,2025-01-03,0.707,3.37,HOLD,TP
ABMINTLLTD.NS,2024-12-30,2025-01-06,0.553,-5.06,HOLD,TP
ABMINTLLTD.NS,2025-01-06,2025-01-13,0.63,5.61,HOLD,TP
ABMINTLLTD.NS,2025-01-07,2025-01-14,0.785,3.23,HOLD,TP
ABMINTLLTD.NS,2025-01-08,2025-01-15,0.704,0.28,HOLD,TP
ABMINTLLTD.NS,2025-01-29,2025-02-04,0.589,8.39,HOLD,TP
ABMINTLLTD.NS,2025-01-30,2025-02-05,0.628,7.6,HOLD,TP
ABMINTLLTD.NS,2025-02-01,2025-02-07,0.615,-4.7,HOLD,TP
ABMINTLLTD.NS,2025-03-03,2025-03-10,0.586,14.28,HOLD,TP
ABMINTLLTD.NS,2025-03-04,2025-03-11,0.663,13.42,HOLD,TP
ABMINTLLTD.NS,2025-03-05,2025-03-12,0.765,6.88,HOLD,TP
ABMINTLLTD.NS,2025-03-06,2025-03-13,0.659,0.04,HOLD,TP
ABMINTLLTD.NS,2025-03-19,2025-03-26,0.554,-2.44,HOLD,TP
21STCENMGM.NS,2024-12-02,2024-12-09,0.601,5.06,HOLD,TP
21STCENMGM.NS,2024-12-03,2024-12-10,0.623,2.51,HOLD,TP
21STCENMGM.NS,2024-12-04,2024-12-11,0.666,-1.5,HOLD,TP
21STCENMGM.NS,2024-12-05,2024-12-12,0.564,-5.36,HOLD,TP
21STCENMGM.NS,2024-12-23,2024-12-31,0.586,-1.35,HOLD,TP
21STCENMGM.NS,2024-12-24,2025-01-01,0.592,-0.78,HOLD,TP
21STCENMGM.NS,2025-01-16,2025-01-23,0.553,0.69,HOLD,TP
21STCENMGM.NS,2025-02-01,2025-02-07,0.655,4.39,HOLD,TP
21STCENMGM.NS,2025-02-03,2025-02-10,0.581,2.07,HOLD,TP
21STCENMGM.NS,2025-02-24,2025-03-04,0.733,1.9,HOLD,TP
21STCENMGM.NS,2025-02-25,2025-03-05,0.678,1.11,HOLD,TP
21STCENMGM.NS,2025-03-19,2025-03-26,0.648,7.57,HOLD,TP
21STCENMGM.NS,2025-03-21,2025-03-28,0.637,4.99,HOLD,TP
21STCENMGM.NS,2025-03-24,2025-04-01,0.611,4.83,HOLD,TP
